surface,slot,canonical_value,level,priority,category_hint,need_hint,gate_hint,is_protected,allow_nested,match_type,source,memo,use_typo,typo_threshold,use_embedding,embedding_text,embedding_threshold
치과파절,coverage_focus,치아파절보장,5,8100,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,치과파절 치아파절보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
영구치 파절,coverage_focus,영구치파절보장,5,8090,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,영구치 파절 영구치파절보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
영구치파절,coverage_focus,영구치파절보장,5,8090,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,영구치파절 영구치파절보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
영구치 골절,coverage_focus,영구치골절보장,5,8090,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,영구치 골절 영구치골절보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
유치 파절,coverage_focus,유치파절보장,5,8080,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,유치 파절 유치파절보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
유치 골절,coverage_focus,유치골절보장,5,8080,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,유치 골절 유치골절보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
앞니 파절,coverage_focus,앞니파절보장,5,8080,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,앞니 파절 앞니파절보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
앞니 골절,coverage_focus,앞니골절보장,5,8080,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,앞니 골절 앞니골절보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
앞니 깨짐,coverage_focus,앞니파절보장,5,8070,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,앞니 깨짐 앞니파절보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
치아 깨짐,coverage_focus,치아파절보장,5,8070,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,치아 깨짐 치아파절보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
이 깨짐,coverage_focus,치아파절보장,5,8060,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,이 깨짐 치아파절보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
이가 깨짐,coverage_focus,치아파절보장,5,8060,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,이가 깨짐 치아파절보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
치아 금감,coverage_focus,치아균열보장,5,8050,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,치아 금감 치아균열보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
치아 균열,coverage_focus,치아균열보장,5,8050,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,치아 균열 치아균열보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
치아 크랙,coverage_focus,치아균열보장,5,8050,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,치아 크랙 치아균열보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
치아 외상,coverage_focus,치아외상보장,5,8050,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,치아 외상 치아외상보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
치아 손상,coverage_focus,치아손상보장,5,8050,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,치아 손상 치아손상보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
치아 상해,coverage_focus,치아상해보장,5,8050,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,치아 상해 치아상해보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
치아 탈구,coverage_focus,치아탈구보장,5,8050,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,치아 탈구 치아탈구보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
치아 빠짐,coverage_focus,치아탈구보장,5,8050,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,치아 빠짐 치아탈구보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
치아 흔들림,coverage_focus,치아동요보장,5,8040,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,치아 흔들림 치아동요보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
치아동요,coverage_focus,치아동요보장,5,8040,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,치아동요 치아동요보장 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
치아 외상 진단비,coverage_focus,치아외상진단비,5,8060,치아보험,보장범위확인,detailed,Y,N,contains,dental_context_v7,dental fracture/paralysis context patch v7,Y,0.90,N,치아 외상 진단비 치아외상진단비 치아보험 치아 치과 파절 골절 깨짐 외상 보장 진단비,0.82
영구치 파절 보험,coverage_focus,영구치파절보장,5,8080,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v8,dental fracture context from inference_result(2),Y,0.90,N,영구치 파절 보험 영구치파절보장 치아보험 보장범위확인 dental fracture context from inference_result(2),0.82
앞니 깨짐 보험,coverage_focus,치아파절보장,5,8070,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v8,dental fracture context from inference_result(2),Y,0.90,N,앞니 깨짐 보험 치아파절보장 치아보험 보장범위확인 dental fracture context from inference_result(2),0.82
앞니 깨짐,coverage_focus,치아파절보장,5,8060,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v8,dental fracture context from inference_result(2),Y,0.90,N,앞니 깨짐 치아파절보장 치아보험 보장범위확인 dental fracture context from inference_result(2),0.82
어금니 깨짐,coverage_focus,치아파절보장,5,8060,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v8,dental fracture context from inference_result(2),Y,0.90,N,어금니 깨짐 치아파절보장 치아보험 보장범위확인 dental fracture context from inference_result(2),0.82
치아 깨짐 보험,coverage_focus,치아파절보장,5,8070,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v8,dental fracture context from inference_result(2),Y,0.90,N,치아 깨짐 보험 치아파절보장 치아보험 보장범위확인 dental fracture context from inference_result(2),0.82
치아 외상,coverage_focus,치아외상진단비,5,8060,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v8,dental fracture context from inference_result(2),Y,0.90,N,치아 외상 치아외상진단비 치아보험 보장범위확인 dental fracture context from inference_result(2),0.82
치아 파절 실비,coverage_focus,치아파절보장,5,8080,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v8,dental fracture context from inference_result(2),Y,0.90,N,치아 파절 실비 치아파절보장 치아보험 보장범위확인 dental fracture context from inference_result(2),0.82
치아 골절 실비,coverage_focus,치아골절보장,5,8080,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v8,dental fracture context from inference_result(2),Y,0.90,N,치아 골절 실비 치아골절보장 치아보험 보장범위확인 dental fracture context from inference_result(2),0.82
치과 의료 보험,insurance_category,치아보험,6,7120,치아보험,상품추천탐색,general,N,N,contains,output_review_v8,dental category phrase from output review,N,0.80,N,치과 의료 보험 치아보험 치아보험 상품추천탐색 dental category phrase from output review,0.82
치과의료보험,insurance_category,치아보험,6,7120,치아보험,상품추천탐색,general,N,N,contains,output_review_v8,dental category phrase from output review,N,0.80,N,치과의료보험 치아보험 치아보험 상품추천탐색 dental category phrase from output review,0.82
치아 의료 보험,insurance_category,치아보험,6,7120,치아보험,상품추천탐색,general,N,N,contains,output_review_v8,dental category phrase from output review,N,0.80,N,치아 의료 보험 치아보험 치아보험 상품추천탐색 dental category phrase from output review,0.82
치아의료보험,insurance_category,치아보험,6,7120,치아보험,상품추천탐색,general,N,N,contains,output_review_v8,dental category phrase from output review,N,0.80,N,치아의료보험 치아보험 치아보험 상품추천탐색 dental category phrase from output review,0.82
치아 안심 보험,insurance_category,치아보험,6,7120,치아보험,상품추천탐색,general,N,Y,contains,output_review_v8,dental category phrase from output review | allow nested brand/category,N,0.80,N,치아 안심 보험 치아보험 치아보험 상품추천탐색 dental category phrase from output review,0.82
치아안심보험,insurance_category,치아보험,6,7120,치아보험,상품추천탐색,general,N,Y,contains,output_review_v8,dental category phrase from output review | allow nested brand/category,N,0.80,N,치아안심보험 치아보험 치아보험 상품추천탐색 dental category phrase from output review,0.82
chubb 치아 안심 보험,insurance_category,치아보험,6,7120,치아보험,상품추천탐색,general,N,Y,contains,output_review_v8,dental category phrase from output review | allow nested brand/category,N,0.80,N,chubb 치아 안심 보험 치아보험 치아보험 상품추천탐색 dental category phrase from output review,0.82
처브 치아 안심 보험,insurance_category,치아보험,6,7120,치아보험,상품추천탐색,general,N,Y,contains,output_review_v8,dental category phrase from output review | allow nested brand/category,N,0.80,N,처브 치아 안심 보험 치아보험 치아보험 상품추천탐색 dental category phrase from output review,0.82
ace 치아 안심 보험,insurance_category,치아보험,6,7120,치아보험,상품추천탐색,general,N,Y,contains,output_review_v8,dental category phrase from output review | allow nested brand/category,N,0.80,N,ace 치아 안심 보험 치아보험 치아보험 상품추천탐색 dental category phrase from output review,0.82
ace 치과 보험,insurance_category,치아보험,6,7120,치아보험,상품추천탐색,general,N,N,contains,output_review_v8,dental category phrase from output review,N,0.80,N,ace 치과 보험 치아보험 치아보험 상품추천탐색 dental category phrase from output review,0.82
에이스 치과 보험,insurance_category,치아보험,6,7120,치아보험,상품추천탐색,general,N,N,contains,output_review_v8,dental category phrase from output review,N,0.80,N,에이스 치과 보험 치아보험 치아보험 상품추천탐색 dental category phrase from output review,0.82
에이스 치아 보험,insurance_category,치아보험,6,7120,치아보험,상품추천탐색,general,N,N,contains,output_review_v8,dental category phrase from output review,N,0.80,N,에이스 치아 보험 치아보험 치아보험 상품추천탐색 dental category phrase from output review,0.82
에이스 치아안심보험,insurance_category,치아보험,6,7120,치아보험,상품추천탐색,general,N,Y,contains,output_review_v8,dental category phrase from output review | allow nested brand/category,N,0.80,N,에이스 치아안심보험 치아보험 치아보험 상품추천탐색 dental category phrase from output review,0.82
chubb,brand_name,Chubb,7,6150,,브랜드상품확인,general,N,N,contains,output_review_v8,brand alias from output review,Y,0.84,N,chubb Chubb  브랜드상품확인 brand alias from output review,0.82
처브,brand_name,Chubb,7,6150,,브랜드상품확인,general,N,N,contains,output_review_v8,brand alias from output review,Y,0.84,N,처브 Chubb  브랜드상품확인 brand alias from output review,0.82
ACE,brand_name,ACE,7,6150,,브랜드상품확인,general,N,N,contains,output_review_v8,brand alias from output review,Y,0.84,N,ACE ACE  브랜드상품확인 brand alias from output review,0.82
ace,brand_name,ACE,7,6150,,브랜드상품확인,general,N,N,contains,output_review_v8,brand alias from output review,Y,0.84,N,ace ACE  브랜드상품확인 brand alias from output review,0.82
에이스,brand_name,ACE,7,6150,,브랜드상품확인,general,N,N,contains,output_review_v8,brand alias from output review,Y,0.84,N,에이스 ACE  브랜드상품확인 brand alias from output review,0.82
암 보장 보험,insurance_category,암보험,6,7110,암보험,상품추천탐색,general,N,N,contains,output_review_v8,암 보장 보험 category correction,N,0.80,N,암 보장 보험 암보험 암보험 상품추천탐색 암 보장 보험 category correction,0.82
암보장보험,insurance_category,암보험,6,7110,암보험,상품추천탐색,general,N,N,contains,output_review_v8,암보장보험 category correction,N,0.80,N,암보장보험 암보험 암보험 상품추천탐색 암보장보험 category correction,0.82
암 환자 보험 가입,disease_focus,암병력,5,8020,유병자보험,가입가능성확인,detailed,Y,N,contains,output_review_v8,cancer history join possibility from output review,N,0.80,N,암 환자 보험 가입 암병력 유병자보험 가입가능성확인 cancer history join possibility from output review,0.82
암환자 보험 가입,disease_focus,암병력,5,8020,유병자보험,가입가능성확인,detailed,Y,N,contains,output_review_v8,cancer history join possibility from output review,N,0.80,N,암환자 보험 가입 암병력 유병자보험 가입가능성확인 cancer history join possibility from output review,0.82
암 완치 후 보험 가입,disease_focus,암병력,5,8020,유병자보험,가입가능성확인,detailed,Y,N,contains,output_review_v8,cancer history join possibility from output review,N,0.80,N,암 완치 후 보험 가입 암병력 유병자보험 가입가능성확인 cancer history join possibility from output review,0.82
암 완치후 보험 가입,disease_focus,암병력,5,8020,유병자보험,가입가능성확인,detailed,Y,N,contains,output_review_v8,cancer history join possibility from output review,N,0.80,N,암 완치후 보험 가입 암병력 유병자보험 가입가능성확인 cancer history join possibility from output review,0.82
암 완치 보험 가입,disease_focus,암병력,5,8020,유병자보험,가입가능성확인,detailed,Y,N,contains,output_review_v8,cancer history join possibility from output review,N,0.80,N,암 완치 보험 가입 암병력 유병자보험 가입가능성확인 cancer history join possibility from output review,0.82
암 치료 후 보험 가입,disease_focus,암병력,5,8020,유병자보험,가입가능성확인,detailed,Y,N,contains,output_review_v8,cancer history join possibility from output review,N,0.80,N,암 치료 후 보험 가입 암병력 유병자보험 가입가능성확인 cancer history join possibility from output review,0.82
암 뇌심 보험,insurance_category,3대질병보험,6,7120,3대질병보험,상품추천탐색,general,N,N,contains,output_review_v8,암+뇌심 shorthand category correction,N,0.80,N,암 뇌심 보험 3대질병보험 3대질병보험 상품추천탐색 암+뇌심 shorthand category correction,0.82
암 뇌심장 보험,insurance_category,3대질병보험,6,7120,3대질병보험,상품추천탐색,general,N,N,contains,output_review_v8,암+뇌심 shorthand category correction,N,0.80,N,암 뇌심장 보험 3대질병보험 3대질병보험 상품추천탐색 암+뇌심 shorthand category correction,0.82
암 뇌 심장 보험,insurance_category,3대질병보험,6,7120,3대질병보험,상품추천탐색,general,N,N,contains,output_review_v8,암+뇌심 shorthand category correction,N,0.80,N,암 뇌 심장 보험 3대질병보험 3대질병보험 상품추천탐색 암+뇌심 shorthand category correction,0.82
보험 입원비,coverage_focus,입원비보장,5,7900,입원비보험,보장범위확인,detailed,N,N,contains,output_review_v8,입원비 coverage correction,N,0.80,N,보험 입원비 입원비보장 입원비보험 보장범위확인 입원비 coverage correction,0.82
입원비 보험,coverage_focus,입원비보장,5,7900,입원비보험,보장범위확인,detailed,N,N,contains,output_review_v8,입원비 coverage correction,N,0.80,N,입원비 보험 입원비보장 입원비보험 보장범위확인 입원비 coverage correction,0.82
입원비 보장,coverage_focus,입원비보장,5,7900,입원비보험,보장범위확인,detailed,N,N,contains,output_review_v8,입원비 coverage correction,N,0.80,N,입원비 보장 입원비보장 입원비보험 보장범위확인 입원비 coverage correction,0.82
입원비 특약,coverage_focus,입원비보장,5,7900,입원비보험,보장범위확인,detailed,N,N,contains,output_review_v8,입원비 coverage correction,N,0.80,N,입원비 특약 입원비보장 입원비보험 보장범위확인 입원비 coverage correction,0.82
담석 수술 보험,coverage_focus,담석수술비,5,7900,질병수술비보험,보장범위확인,detailed,N,N,contains,output_review_v8,surgery coverage correction from output review,N,0.80,N,담석 수술 보험 담석수술비 질병수술비보험 보장범위확인 surgery coverage correction from output review,0.82
담석수술비,coverage_focus,담석수술비,5,7900,질병수술비보험,보장범위확인,detailed,N,N,contains,output_review_v8,surgery coverage correction from output review,N,0.80,N,담석수술비 담석수술비 질병수술비보험 보장범위확인 surgery coverage correction from output review,0.82
회전근 개 파열 수술 의료 보험,coverage_focus,회전근개파열수술비,5,7900,수술비보험,보장범위확인,detailed,N,N,contains,output_review_v8,surgery coverage correction from output review,N,0.80,N,회전근 개 파열 수술 의료 보험 회전근개파열수술비 수술비보험 보장범위확인 surgery coverage correction from output review,0.82
회전근개파열 수술 보험,coverage_focus,회전근개파열수술비,5,7900,수술비보험,보장범위확인,detailed,N,N,contains,output_review_v8,surgery coverage correction from output review,N,0.80,N,회전근개파열 수술 보험 회전근개파열수술비 수술비보험 보장범위확인 surgery coverage correction from output review,0.82
회전근개 파열 수술 보험,coverage_focus,회전근개파열수술비,5,7900,수술비보험,보장범위확인,detailed,N,N,contains,output_review_v8,surgery coverage correction from output review,N,0.80,N,회전근개 파열 수술 보험 회전근개파열수술비 수술비보험 보장범위확인 surgery coverage correction from output review,0.82
신수술 보장 특약,coverage_focus,신수술보장특약,5,7900,수술비보험,보장범위확인,detailed,N,N,contains,output_review_v8,surgery coverage correction from output review,N,0.80,N,신수술 보장 특약 신수술보장특약 수술비보험 보장범위확인 surgery coverage correction from output review,0.82
신수술보장특약,coverage_focus,신수술보장특약,5,7900,수술비보험,보장범위확인,detailed,N,N,contains,output_review_v8,surgery coverage correction from output review,N,0.80,N,신수술보장특약 신수술보장특약 수술비보험 보장범위확인 surgery coverage correction from output review,0.82
간호 간병 통합 서비스,public_non_private,공공의료/건강보험제도,2,9000,,OOS,oos,Y,N,contains,output_review_v8,public/non-private healthcare coverage context from output review,N,0.80,N,간호 간병 통합 서비스 공공의료/건강보험제도  OOS public/non-private healthcare coverage context from output review,0.82
간호간병통합서비스,public_non_private,공공의료/건강보험제도,2,9000,,OOS,oos,Y,N,contains,output_review_v8,public/non-private healthcare coverage context from output review,N,0.80,N,간호간병통합서비스 공공의료/건강보험제도  OOS public/non-private healthcare coverage context from output review,0.82
간호 간병 통합 서비스 보험,public_non_private,공공의료/건강보험제도,2,9000,,OOS,oos,Y,N,contains,output_review_v8,public/non-private healthcare coverage context from output review,N,0.80,N,간호 간병 통합 서비스 보험 공공의료/건강보험제도  OOS public/non-private healthcare coverage context from output review,0.82
간호간병통합서비스 보험,public_non_private,공공의료/건강보험제도,2,9000,,OOS,oos,Y,N,contains,output_review_v8,public/non-private healthcare coverage context from output review,N,0.80,N,간호간병통합서비스 보험 공공의료/건강보험제도  OOS public/non-private healthcare coverage context from output review,0.82
건강 보험 적용,public_non_private,공공의료/건강보험제도,2,9000,,OOS,oos,Y,N,contains,output_review_v8,public/non-private healthcare coverage context from output review,N,0.80,N,건강 보험 적용 공공의료/건강보험제도  OOS public/non-private healthcare coverage context from output review,0.82
건강보험 적용,public_non_private,공공의료/건강보험제도,2,9000,,OOS,oos,Y,N,contains,output_review_v8,public/non-private healthcare coverage context from output review,N,0.80,N,건강보험 적용 공공의료/건강보험제도  OOS public/non-private healthcare coverage context from output review,0.82
의료 보험 적용,public_non_private,공공의료/건강보험제도,2,9000,,OOS,oos,Y,N,contains,output_review_v8,public/non-private healthcare coverage context from output review,N,0.80,N,의료 보험 적용 공공의료/건강보험제도  OOS public/non-private healthcare coverage context from output review,0.82
의료보험 적용,public_non_private,공공의료/건강보험제도,2,9000,,OOS,oos,Y,N,contains,output_review_v8,public/non-private healthcare coverage context from output review,N,0.80,N,의료보험 적용 공공의료/건강보험제도  OOS public/non-private healthcare coverage context from output review,0.82
치과 건강 보험 적용,public_non_private,공공의료/건강보험제도,2,9000,,OOS,oos,Y,N,contains,output_review_v8,public/non-private healthcare coverage context from output review,N,0.80,N,치과 건강 보험 적용 공공의료/건강보험제도  OOS public/non-private healthcare coverage context from output review,0.82
치과 의료 보험 적용,public_non_private,공공의료/건강보험제도,2,9000,,OOS,oos,Y,N,contains,output_review_v8,public/non-private healthcare coverage context from output review,N,0.80,N,치과 의료 보험 적용 공공의료/건강보험제도  OOS public/non-private healthcare coverage context from output review,0.82
잇몸 때우기,coverage_focus,충전치료보장,5,7600,치아보험,보장범위확인,detailed,N,N,contains,output_review_v8,dental treatment cost context; review may be needed if no insurance intent,N,0.80,N,잇몸 때우기 충전치료보장 치아보험 보장범위확인 dental treatment cost context; review may be needed if no insurance intent,0.82
치아 착색 제거,coverage_focus,치아착색치료,5,7600,치아보험,보장범위확인,detailed,N,N,contains,output_review_v8,dental treatment cost context; review may be needed if no insurance intent,N,0.80,N,치아 착색 제거 치아착색치료 치아보험 보장범위확인 dental treatment cost context; review may be needed if no insurance intent,0.82
치과 비용 비교,coverage_focus,치과비용비교,5,7600,치아보험,보장범위확인,detailed,N,N,contains,output_review_v8,dental treatment cost context; review may be needed if no insurance intent,N,0.80,N,치과 비용 비교 치과비용비교 치아보험 보장범위확인 dental treatment cost context; review may be needed if no insurance intent,0.82
앞니 레진,coverage_focus,충전치료보장,5,7600,치아보험,보장범위확인,detailed,N,N,contains,output_review_v8,dental treatment cost context; review may be needed if no insurance intent,N,0.80,N,앞니 레진 충전치료보장 치아보험 보장범위확인 dental treatment cost context; review may be needed if no insurance intent,0.82
간호 간병 통합 서비스 보험,public_non_private,간호간병통합서비스,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공의료/건강보험제도,N,,N,,
간호간병통합서비스보험,public_non_private,간호간병통합서비스,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공의료/건강보험제도,N,,N,,
간호 간병 통합 서비스,public_non_private,간호간병통합서비스,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공의료/건강보험제도,N,,N,,
간호간병통합서비스,public_non_private,간호간병통합서비스,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공의료/건강보험제도,N,,N,,
간호 통합 병동,public_non_private,간호간병통합서비스,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공의료/건강보험제도,N,,N,,
간호간병통합병동,public_non_private,간호간병통합서비스,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공의료/건강보험제도,N,,N,,
건강 보험 적용,public_non_private,건강보험적용,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
건강보험 적용,public_non_private,건강보험적용,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
건강 보험 지원,public_non_private,건강보험지원,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
건강보험 지원,public_non_private,건강보험지원,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
건강 보험 급여,public_non_private,건강보험급여,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
건강보험 급여,public_non_private,건강보험급여,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
건강 보험 구강 검진,public_non_private,건강보험구강검진,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
건강보험 구강검진,public_non_private,건강보험구강검진,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
요양 급여,public_non_private,요양급여,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
요양급여,public_non_private,요양급여,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
급여 기준,public_non_private,급여기준,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
급여 내역,public_non_private,급여내역,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
의료 보험 환급금,public_non_private,의료보험환급금,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
의료 보험 환급,public_non_private,의료보험환급금,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
의료보험 환급금,public_non_private,의료보험환급금,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
의료보험 환급,public_non_private,의료보험환급금,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
노인 장기 요양 보험,public_non_private,노인장기요양보험,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
장기 요양 보험 공단,public_non_private,장기요양보험공단,2,9300,,OOS,oos,Y,N,contains,output_review_v9,공공보험/급여제도,N,,N,,
통합 간병 보험,coverage_focus,통합간병보장,5,7800,간병보험,보장범위확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
통합간병보험,coverage_focus,통합간병보장,5,7800,간병보험,보장범위확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
통합 간병,coverage_focus,통합간병보장,5,7700,간병보험,보장범위확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병 보험 면책 기간,policy_product_feature,면책기간,4,8400,간병보험,상품조건확인,detailed,Y,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병인 보험 면책 기간,policy_product_feature,면책기간,4,8400,간병인보험,상품조건확인,detailed,Y,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병 보험 면책기간,policy_product_feature,면책기간,4,8400,간병보험,상품조건확인,detailed,Y,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병인 보험 면책기간,policy_product_feature,면책기간,4,8400,간병인보험,상품조건확인,detailed,Y,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병 보험 나이 제한,policy_product_feature,가입연령,4,8350,간병보험,가입가능성확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병인 보험 나이 제한,policy_product_feature,가입연령,4,8350,간병인보험,가입가능성확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병 보험 가입 나이,policy_product_feature,가입연령,4,8350,간병보험,가입가능성확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병인 보험 가입 나이,policy_product_feature,가입연령,4,8350,간병인보험,가입가능성확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병 보험 가입 연령,policy_product_feature,가입연령,4,8350,간병보험,가입가능성확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병인 보험 가입 연령,policy_product_feature,가입연령,4,8350,간병인보험,가입가능성확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병 보험 연령,policy_product_feature,가입연령,4,8300,간병보험,가입가능성확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병인 보험 연령,policy_product_feature,가입연령,4,8300,간병인보험,가입가능성확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
체증 형 간병 보험,policy_product_feature,체증형,4,8350,간병보험,상품조건확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병 보험 체증 형,policy_product_feature,체증형,4,8350,간병보험,상품조건확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
체증형 간병보험,policy_product_feature,체증형,4,8350,간병보험,상품조건확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병보험 체증형,policy_product_feature,체증형,4,8350,간병보험,상품조건확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
